Season,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,33,P.J. Brown,C,32,CHH,80,2563,15.1,0.545,0,0.374,12.2,22.8,17.5,6.6,1.2,2.2,12.2,12.4,4.6,3.6,8.2,0.154,-0.2,2.1,1.8,2.5
2000,41,P.J. Brown,C,31,CHH,80,2811,13.3,0.518,0.007,0.373,10.5,19.6,15.1,7.3,1.5,2.4,14.2,12.5,3.4,4.7,8,0.137,-1.3,2.8,1.5,2.5
2014,375,P.J. Hairston,SG,22,CHO,45,687,9,0.446,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,-0.5,0.8,0.3,0.022,-2.2,-1.3,-3.5,-0.3
2014,81,P.J. Tucker,SF,29,PHO,78,2383,12.5,0.541,0.423,0.24,5.2,18,11.5,7.4,2.2,0.7,12.7,13.9,2.2,2.7,4.9,0.098,-0.2,1.4,1.2,1.9
2013,56,P.J. Tucker,SF,28,PHO,81,2490,13.3,0.54,0.311,0.327,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,3.3,2.8,6.1,0.117,0.7,1.6,2.3,2.7
2012,175,P.J. Tucker,SG,27,PHO,79,1910,11.6,0.525,0.158,0.194,7.7,13.3,10.4,8.6,1.7,0.7,12.2,12.8,1.8,1.2,2.9,0.074,-0.9,0.5,-0.4,0.8
2006,384,P.J. Tucker,SF,21,TOR,17,83,12.8,0.533,0,0.636,15.4,17.2,16.3,5.7,1.2,0,17.6,19.1,0.1,0.1,0.1,0.085,-2.5,-1.6,-4.1,0
2014,210,Pablo Prigioni,PG,37,TOT,67,1197,12.2,0.557,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,1.3,1,2.3,0.092,0,-0.5,-0.5,0.5
2013,144,Pablo Prigioni,PG,36,NYK,66,1283,13,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,2.5,0.9,3.4,0.127,1.5,-0.9,0.6,0.8
2012,159,Pablo Prigioni,PG,35,NYK,78,1263,13,0.595,0.609,0.114,3.7,9.8,6.6,27.5,2.9,0.1,27.1,11.7,2,1.3,3.2,0.123,0.7,-0.1,0.6,0.8
2006,382,Pape Sow,C,25,TOR,7,34,16.4,0.43,0,0.667,20.5,17.5,19,8.7,1.5,2.3,7.9,17.2,0,0,0.1,0.128,-1.2,0.6,-0.5,0
2005,304,Pape Sow,C,24,TOR,42,590,9.5,0.496,0,0.463,10.7,19.9,15.1,2,1.9,2.5,16.8,14,0.2,0.4,0.6,0.045,-3.9,-0.5,-4.3,-0.3
2004,362,Pape Sow,C,23,TOR,27,255,7.8,0.444,0,0.466,7.8,17.6,12.7,1.2,2.4,1.1,12.5,14.3,-0.1,0.3,0.2,0.029,-5.6,-0.8,-6.3,-0.3
2010,410,Pape Sy,SF,22,ATL,3,21,9.2,0.478,0.167,0.5,11.6,5.7,8.6,14.5,2.6,0,29.1,23.3,0,0,0,-0.047,-5,-1.1,-6,0
2006,366,Pat Burke,C,33,PHO,23,164,9.3,0.424,0.338,0.2,9,23.7,16.7,4.3,0.9,0.9,9,21.3,-0.1,0.2,0.1,0.015,-4.6,-2.3,-6.9,-0.2
2005,372,Pat Burke,C,32,PHO,42,346,9.9,0.517,0.055,0.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,-0.3,0.4,0.1,0.009,-5.4,-0.4,-5.9,-0.3
2002,407,Pat Burke,C,29,ORL,62,783,8.3,0.415,0.024,0.196,8.1,13.4,10.7,4.9,1.3,2.3,12.8,21.1,-1,0.6,-0.3,-0.021,-6.1,-1.6,-7.7,-1.1
2007,430,Pat Garrity,PF,31,ORL,31,284,3.2,0.401,0.463,0.063,3.8,13.6,8.9,6.8,1.1,0.3,17.1,16,-0.5,0.3,-0.2,-0.038,-5.4,-0.6,-6,-0.3
2006,353,Pat Garrity,PF,30,ORL,33,277,6.4,0.456,0.457,0.257,5.5,13.1,9.3,7.8,1.3,0,15.2,15.4,-0.1,0.3,0.2,0.038,-2.7,-1.2,-3.9,-0.1
2005,253,Pat Garrity,PF,29,ORL,57,938,9.1,0.546,0.533,0.153,4.2,9.9,7.1,6.5,0.7,0.8,12.8,15,0.8,0.4,1.2,0.062,-0.3,-1.9,-2.2,0
2004,274,Pat Garrity,PF,28,ORL,71,955,9.1,0.505,0.48,0.108,2.5,11.9,7.3,4.9,1,0.7,8.6,16,0.5,0.5,1.1,0.054,-1.5,-2.4,-4,-0.5
2003,388,Pat Garrity,PF,27,ORL,2,22,0.5,0.333,0,0,0,0,0,6.6,0,0,0,6.2,0,0,0,-0.06,-6.4,-5.2,-11.6,-0.1
2002,96,Pat Garrity,PF,26,ORL,81,2584,11.2,0.551,0.547,0.134,3.1,10.7,6.8,7.5,1.2,0.6,8.9,15,3.6,1.3,4.9,0.091,1,-1.1,-0.1,1.2
2001,91,Pat Garrity,PF,25,ORL,80,2406,12.3,0.553,0.516,0.095,3.6,12.2,7.8,6.4,1.3,0.8,7.8,16.1,3.4,1.7,5.1,0.101,1.2,-1.1,0.1,1.3
2000,170,Pat Garrity,SF,24,ORL,76,1579,10.1,0.507,0.389,0.17,3.5,11.4,7.4,5.3,1.3,0.7,9.9,19.2,1.2,1.3,2.5,0.076,-1.1,-2.2,-3.3,-0.5
2014,146,Patrick Beverley,PG,26,HOU,56,1727,11.3,0.509,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1,12.9,16.1,1.7,1.8,3.5,0.096,0.5,0.3,0.8,1.2
2013,119,Patrick Beverley,PG,25,HOU,56,1751,12.4,0.545,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1,11.2,14.8,2.7,1.6,4.2,0.116,1.9,0.6,2.5,2
2012,209,Patrick Beverley,PG,24,HOU,41,713,15.4,0.551,0.508,0.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,1.4,0.8,2.2,0.148,2,1.4,3.4,1
2014,453,Patrick Christopher,SG,26,UTA,4,29,-2.6,0.25,0.333,0,8,15.9,12,0,1.8,0,7.7,20.6,-0.1,0,-0.1,-0.15,-10.6,-5.7,-16.3,-0.1
2010,420,Patrick Ewing,SF,26,NOH,7,19,0.6,0.222,0.4,0.8,6.4,6.4,6.4,14.2,0,4.4,12.9,19.5,-0.1,0,-0.1,-0.158,-8.7,-0.6,-9.3,0
2001,240,Patrick Ewing,C,39,ORL,65,901,14.4,0.497,0.003,0.402,7.4,25.3,16.3,6.3,1.3,3.5,14.2,22.7,0,1.3,1.4,0.073,-4.9,-0.3,-5.1,-0.7
2000,198,Patrick Ewing,C,38,SEA,79,2107,12.9,0.478,0.003,0.367,6.8,25,15.9,7,1.3,3.1,16,20.3,-0.5,2.5,2,0.046,-4.1,0.6,-3.4,-0.8
2014,278,Patrick Mills,PG,26,SAS,51,801,13,0.496,0.542,0.119,3,7.5,5.3,16.9,1.8,0.2,9,22.1,0.6,0.9,1.4,0.087,1,-1.8,-0.7,0.3
2013,72,Patrick Mills,PG,25,SAS,81,1527,18.7,0.588,0.477,0.123,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,3.4,2.1,5.6,0.175,3.9,-0.6,3.3,2
2012,255,Patrick Mills,PG,24,SAS,58,656,14.1,0.59,0.539,0.079,1.7,6.8,4.4,14.9,2,0.4,13.5,20.2,0.7,0.8,1.5,0.109,1.2,-1.6,-0.4,0.3
2011,280,Patrick Mills,PG,23,SAS,16,261,21.5,0.604,0.431,0.115,1.8,10.3,6.2,25.9,2,0.3,16,28.4,0.6,0.3,0.9,0.161,4.3,-1.9,2.5,0.3
2010,306,Patrick Mills,PG,22,POR,64,783,13,0.506,0.405,0.143,2.8,5.2,4,24.3,1.9,0.1,15.1,24.5,0.2,0.5,0.7,0.044,-0.1,-3.5,-3.6,-0.3
2009,403,Patrick Mills,PG,21,POR,10,38,11.9,0.48,0.167,0.292,3.2,3.3,3.3,27.1,0,0,12.9,38.9,0,0,0,-0.036,-1.8,-6.7,-8.5,-0.1
2009,405,Patrick O'Bryant,C,23,TOR,11,51,9.9,0.539,0.067,0.4,4.8,20.3,12.7,3,2,6,22.1,20.3,-0.1,0.1,0,-0.009,-6,0.8,-5.2,0
2008,338,Patrick O'Bryant,C,22,TOT,39,255,11.8,0.544,0.024,0.238,6.3,24.2,15.5,7.1,1.2,5.9,19.2,20.9,-0.2,0.5,0.3,0.056,-5.3,2.2,-3.1,-0.1
2007,349,Patrick O'Bryant,C,21,GSW,24,99,14,0.561,0,0.172,10.4,21.4,15.7,5.8,2,6.6,18.3,16.3,0.1,0.2,0.2,0.105,-3.5,2.6,-1,0
2006,404,Patrick O'Bryant,C,20,GSW,16,119,7.3,0.393,0,0.531,6.3,13.2,9.7,10.2,2.4,5.1,16.8,17,-0.2,0.2,0,-0.003,-6.6,2.5,-4.1,-0.1
2014,56,Patrick Patterson,PF,25,TOR,81,2156,14.6,0.568,0.529,0.15,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,4.4,1.7,6.1,0.137,2.5,0.7,3.2,2.8
2013,130,Patrick Patterson,PF,24,TOT,65,1533,14.6,0.533,0.309,0.145,8.8,17.1,12.9,8.5,1.9,1.9,11.1,17.2,1.8,2,3.8,0.118,0.4,1.1,1.5,1.3
2012,128,Patrick Patterson,PF,23,TOT,71,1775,15.2,0.566,0.212,0.101,7.2,14.4,10.8,7.5,0.9,1.7,8.6,17.6,3.1,1,4.1,0.111,0.5,-0.7,-0.2,0.8
2011,222,Patrick Patterson,PF,22,HOU,64,1483,11.5,0.457,0.006,0.112,8.7,13.7,11.2,5.7,1,1.8,8.4,17.9,0.5,1.1,1.6,0.052,-2.7,-0.2,-2.9,-0.3
2010,201,Patrick Patterson,PF,21,HOU,52,868,16.7,0.574,0.007,0.157,11.2,14.9,13.1,7.6,1,3,9.8,16.1,1.7,0.7,2.4,0.134,0,0.5,0.5,0.5
2014,9,Pau Gasol,PF,34,CHI,78,2681,22.7,0.55,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4,10.7,24.7,6,4.4,10.4,0.187,0.7,2.1,2.8,3.2
2013,163,Pau Gasol,C,33,LAL,60,1884,19.3,0.522,0.016,0.287,7,25.9,16.4,18.7,0.7,3.5,12.4,26.4,1.3,1.7,3,0.076,-1,1.6,0.6,1.3
2012,142,Pau Gasol,PF,32,LAL,49,1655,16.7,0.512,0.048,0.307,7.6,20.1,14,19.9,0.7,2.7,13.7,20.5,2,1.7,3.7,0.107,-0.4,1.9,1.5,1.5
2011,10,Pau Gasol,PF,31,LAL,65,2430,20.4,0.547,0.029,0.285,8.8,21.8,15.6,17.2,0.8,2.6,12.1,22.1,5.2,3.1,8.3,0.165,1.7,2,3.7,3.5
2010,2,Pau Gasol,C,30,LAL,82,3037,23.3,0.589,0.003,0.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,10,4.7,14.7,0.232,3,2.2,5.3,5.6
2009,7,Pau Gasol,C,29,LAL,65,2403,22.9,0.593,0.006,0.429,11.4,22.7,17.1,15,0.8,3.5,12.5,21.4,6.8,4.2,11,0.22,2.4,3,5.4,4.5
2008,4,Pau Gasol,C,28,LAL,81,2999,22.2,0.617,0.002,0.42,10,19.3,14.7,14.8,0.9,2.1,11.3,20.4,9.8,4.2,13.9,0.223,3.3,1.7,5,5.3
2007,30,Pau Gasol,C,27,TOT,66,2351,21.6,0.594,0.018,0.407,7.4,18.7,13.1,15.2,0.6,3,10.6,22.1,6.4,2.1,8.4,0.172,2,0.9,2.9,2.9
2006,44,Pau Gasol,C,26,MEM,59,2133,24.1,0.593,0.013,0.466,8.3,24.2,16.3,17.7,0.7,4.5,13.5,25.3,5.4,1.5,6.9,0.155,2.6,1.7,4.2,3.3
2005,11,Pau Gasol,PF,25,MEM,80,3135,22.7,0.555,0.01,0.517,7.5,20,13.8,23.7,0.8,3.9,13.8,26.4,6.6,5.4,12,0.184,2,3.1,5.1,5.6
2004,53,Pau Gasol,PF,24,MEM,56,1790,22.5,0.582,0.009,0.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,4.1,2.8,6.8,0.184,1.6,2.2,3.8,2.6
2003,36,Pau Gasol,PF,23,MEM,78,2458,21.7,0.542,0.014,0.487,9.4,18.3,13.8,14.9,0.9,3.9,12.8,26.8,5.3,2.8,8.1,0.159,1.6,1.2,2.7,2.9
2002,32,Pau Gasol,PF,22,MEM,82,2948,20.7,0.57,0.009,0.506,7.4,19.9,13.7,13.6,0.6,3.4,13.5,24.1,6.5,2,8.5,0.138,1.5,0.6,2.1,3
2001,39,Pau Gasol,C,21,MEM,82,3007,19.5,0.566,0.005,0.448,8.8,18.2,13.5,13.8,0.7,3.9,15,22.6,4.8,2.8,7.6,0.121,0.7,1.5,2.2,3.2
2009,390,Paul Davis,PF,25,WAS,2,8,33.3,0.512,0,0.5,0,0,0,73.8,0,9.5,0,27.6,0,0,0,0.295,4.5,-9.2,-4.7,0
2008,342,Paul Davis,PF,24,LAC,27,320,10.7,0.474,0.01,0.347,9.8,14.5,12.1,6.1,1.6,0.7,10.3,17.9,0.1,0.2,0.2,0.037,-3.9,-1.7,-5.6,-0.3
2007,388,Paul Davis,PF,23,LAC,22,194,9,0.389,0,0.154,14.8,13.2,14,8.8,1.6,2.3,11.5,18.6,-0.2,0.2,0,-0.007,-4.5,0.1,-4.4,-0.1
2006,352,Paul Davis,C,22,LAC,31,180,11.2,0.452,0,0.192,14.1,15.2,14.6,6.4,1.8,2.2,12.4,16.5,0,0.2,0.2,0.066,-3.1,-0.2,-3.4,-0.1
2014,432,Paul George,SF,24,IND,6,91,13,0.492,0.449,0.224,4.9,21.7,13.4,11.8,2.8,0.9,18.2,32.8,-0.2,0.2,0,-0.008,-2.7,-0.7,-3.3,0
2013,12,Paul George,SF,23,IND,80,2898,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,4.4,6.4,10.8,0.178,2.9,1.8,4.7,4.9
2012,21,Paul George,SF,22,IND,79,2972,16.8,0.531,0.399,0.233,3.4,19,11.3,19.6,2.6,1.3,15.2,23.5,2.7,6.3,9,0.145,1.8,2.9,4.7,5
2011,42,Paul George,SG,21,IND,66,1958,16.5,0.555,0.366,0.285,3.2,17.9,10.6,13.6,2.9,1.5,14,19.3,2.8,3.2,6,0.148,1.9,1.9,3.9,2.9
2010,195,Paul George,SG,20,IND,61,1265,13,0.542,0.349,0.256,3.3,16.3,9.8,8.3,2.5,1.5,13.7,17.8,0.5,1.9,2.4,0.091,-1.2,1.2,0,0.6
2003,389,Paul Grant,C,30,UTA,10,98,5.1,0.471,0,0.348,8.7,12.9,10.8,5.4,0.6,0.9,20.9,15.9,-0.1,0.1,0,-0.015,-4.8,-2,-6.8,-0.1
2000,268,Paul McPherson,PG,22,TOT,55,595,13.6,0.542,0.056,0.269,7,7.6,7.3,11.6,2.2,0.5,16.3,21,0.4,0.5,0.9,0.074,-1.4,-1.4,-2.8,-0.1
2014,26,Paul Millsap,PF,29,ATL,73,2390,20,0.565,0.232,0.362,6.9,20,13.6,15.4,2.8,2.4,13.3,23.8,4,4.3,8.3,0.166,1.6,2.6,4.2,3.7
2013,42,Paul Millsap,PF,28,ATL,74,2482,19.8,0.545,0.202,0.373,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,2.7,4,6.7,0.129,0.7,2.4,3.1,3.2
2012,30,Paul Millsap,PF,27,UTA,78,2375,19.8,0.55,0.045,0.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,4.8,2.9,7.6,0.154,1.8,2,3.8,3.5
2011,14,Paul Millsap,PF,26,UTA,64,2100,21.8,0.545,0.036,0.296,9.7,21.2,15.4,12.4,2.9,2,10.3,23.2,4.9,2.9,7.8,0.179,2.9,2.1,5,3.7
2010,36,Paul Millsap,PF,25,UTA,76,2605,19.8,0.578,0.023,0.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,5.2,2.5,7.7,0.143,1.6,0.7,2.4,2.9
2009,43,Paul Millsap,PF,24,UTA,82,2277,16.7,0.573,0.013,0.369,9.9,18.9,14.5,8.9,1.4,3.5,12.2,18.7,3.7,3.5,7.2,0.151,0.1,2.1,2.1,2.4
2008,36,Paul Millsap,PF,23,UTA,76,2290,18.6,0.576,0.005,0.435,13.1,21,17,9.8,1.8,2.5,12.6,20,4.5,3.3,7.7,0.162,1.3,1.9,3.3,3
2007,89,Paul Millsap,PF,22,UTA,82,1702,16.1,0.548,0.008,0.456,12.1,20.8,16.5,7,2.2,3.5,12.6,18.1,2.5,2.7,5.2,0.148,-0.2,2.1,1.9,1.7
2006,100,Paul Millsap,PF,21,UTA,82,1472,17.6,0.571,0.008,0.523,15.1,19.8,17.5,6.7,2.4,4.2,16.1,17.8,2.4,2.3,4.7,0.153,0.3,2.6,2.9,1.8
2014,67,Paul Pierce,SF,37,WAS,73,1914,15.2,0.58,0.462,0.32,2.7,14.3,8.7,11.9,1.2,1,10.9,19.9,3.2,2.3,5.5,0.138,1.7,-0.2,1.5,1.7
2013,83,Paul Pierce,SF,36,BRK,75,2098,16.8,0.595,0.421,0.435,1.5,18.3,9.9,14.5,2.2,1.2,15.3,22.4,2.9,2.3,5.2,0.119,1.3,0.2,1.5,1.8
2012,38,Paul Pierce,SF,35,BOS,77,2575,19.1,0.559,0.35,0.387,2.1,19.7,11.2,25.1,1.7,0.9,14.3,27.4,3.5,3.7,7.2,0.135,2.7,0.7,3.4,3.4
2011,25,Paul Pierce,SF,34,BOS,61,2075,19.6,0.567,0.307,0.387,2.2,15.2,9,24.3,1.8,1,14.2,28.1,3.3,3.7,7,0.161,3.3,1.1,4.4,3.4
2010,8,Paul Pierce,SF,33,BOS,80,2774,19.7,0.62,0.291,0.44,1.6,16.6,9.5,16.1,1.5,1.4,12.3,24,6.5,5.1,11.6,0.201,3.1,1.6,4.7,4.7
2009,28,Paul Pierce,SF,32,BOS,71,2411,18.2,0.613,0.303,0.499,2,13.4,7.9,15.1,1.8,1,13.6,23.8,5,3.3,8.3,0.165,2.3,0.3,2.7,2.9
2008,11,Paul Pierce,SF,31,BOS,81,3035,17.7,0.582,0.257,0.468,2.4,15.4,9.2,16.3,1.4,0.7,13.8,25.4,5.5,4.8,10.3,0.164,1.7,0.7,2.5,3.4
2007,9,Paul Pierce,SF,30,BOS,80,2874,19.6,0.599,0.332,0.442,2.3,14,8.5,21.8,1.9,1,14.4,24.8,6.7,5.7,12.4,0.207,3.3,1.5,4.7,4.9
2006,78,Paul Pierce,SG,29,BOS,47,1740,21.7,0.571,0.324,0.473,2.6,16.8,9.5,22.1,1.4,0.6,12.9,30.7,3.8,1.6,5.4,0.148,4.6,-1.1,3.4,2.4
2005,13,Paul Pierce,SF,28,BOS,79,3084,23.6,0.582,0.215,0.555,3.1,17.5,10.5,23.4,1.8,0.8,13,31.2,8.3,3.2,11.5,0.178,4.7,-0.3,4.3,4.9
2004,11,Paul Pierce,SF,27,BOS,82,2960,21.8,0.583,0.239,0.546,3.1,17.8,10.6,20.3,2.3,1,13.2,26.6,7.7,3.6,11.2,0.182,3.9,0.4,4.3,4.7
2003,52,Paul Pierce,SG,26,BOS,80,3099,19.4,0.517,0.257,0.422,2.6,16.4,9.6,25.1,2.2,1.3,14.6,30.5,3.7,3.4,7.1,0.109,1.8,0.2,2.1,3.2
2002,15,Paul Pierce,SG,25,BOS,79,3096,22.7,0.532,0.246,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13,33.2,5.3,4.8,10.1,0.157,3.3,0.9,4.2,4.9
2001,5,Paul Pierce,SG,24,BOS,82,3302,22.3,0.57,0.325,0.402,2.6,16.5,9.4,15.7,2.4,2,11.4,29.3,7.3,5.6,12.9,0.187,3.9,1,4.9,5.7
2000,19,Paul Pierce,SF,23,BOS,82,3120,22.3,0.563,0.254,0.488,3.4,16.7,9.8,16.9,2.3,1.7,12.5,30.6,6.9,3.5,10.4,0.16,3.7,-0.5,3.2,4.1
2004,416,Paul Shirley,PF,27,PHO,9,30,9.9,0.47,0,0.364,3.7,3.4,3.6,14.7,0,0,7.3,20,0,0,0,0.031,-3.2,-4.5,-7.8,0
2003,421,Paul Shirley,PF,26,CHI,7,86,4.6,0.432,0.043,0.13,9.9,10.5,10.2,7.9,0.6,0.9,27,17.3,-0.2,0,-0.1,-0.083,-6.7,-1.3,-8.1,-0.1
2002,394,Paul Shirley,PF,25,ATL,2,5,-28,0,0,0,0,21.9,11.4,0,0,0,0,36.7,-0.1,0,-0.1,-0.823,-32.3,-12.6,-44.9,-0.1
2005,433,Pavel Podkolzin,C,21,DAL,1,18,2.3,0.323,0,3,0,45.9,23.4,0,0,4.2,30.1,17.2,-0.1,0,-0.1,-0.135,-16.7,-3.1,-19.8,-0.1
2004,411,Pavel Podkolzin,C,20,DAL,5,10,-12.1,0.568,,,0,21.9,11.2,0,0,0,69.4,12.9,-0.1,0,0,-0.214,-14.3,-2.5,-16.8,0
2010,251,Peja Stojakovic,SF,33,TOT,33,617,15.2,0.588,0.599,0.11,2.8,11.3,7.1,7.7,1.1,0.2,6.7,19.4,1.1,0.6,1.6,0.126,2.3,-1.6,0.6,0.4
2009,187,Peja Stojakovic,SF,32,NOH,62,1947,12.4,0.533,0.512,0.156,2.3,11.5,6.8,7.2,1.3,0.2,7.1,18.6,1.9,0.9,2.7,0.067,0.7,-1.6,-1,0.5
2008,140,Peja Stojakovic,SF,31,NOH,61,2089,12.5,0.531,0.534,0.145,2.6,12.7,7.6,6,1.4,0.1,6.3,18.8,1.9,1.9,3.8,0.087,0.6,-1.2,-0.6,0.7
2007,37,Peja Stojakovic,SF,30,NOH,77,2711,15.7,0.581,0.511,0.136,2.7,11.8,7.1,5.6,1.1,0.3,5.3,19.7,5.8,2.4,8.1,0.144,3,-1.2,1.8,2.6
2006,296,Peja Stojakovic,SF,29,NOK,13,425,15.8,0.543,0.429,0.194,2.9,12,7.3,4.7,1,0.7,8.2,24.9,0.6,0.3,0.9,0.1,1.1,-3,-1.9,0
2005,39,Peja Stojakovic,SF,28,TOT,71,2601,16.7,0.57,0.397,0.255,3.6,14.6,9.3,9.4,0.9,0.3,8.3,22,5.2,2.8,8,0.147,2.2,-1,1.2,2.1
2004,42,Peja Stojakovic,SF,27,SAC,66,2534,17.3,0.584,0.426,0.271,2.7,9.8,6.3,8.7,1.6,0.3,8.2,21.7,6,1.2,7.3,0.137,3.3,-2.1,1.3,2.1
2003,2,Peja Stojakovic,SF,26,SAC,81,3264,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,11.4,2.1,13.5,0.198,5.6,-1.9,3.7,4.7
2002,16,Peja Stojakovic,SF,25,SAC,72,2450,19.6,0.6,0.393,0.255,2.8,14,8.7,9.4,1.5,0.1,8.1,22.5,6.9,3.3,10.1,0.199,4,-0.9,3.1,3.1
2001,17,Peja Stojakovic,SF,24,SAC,71,2649,19.3,0.592,0.274,0.286,3,11.9,7.5,10.6,1.5,0.4,9.9,23.2,6.8,3,9.9,0.179,3.4,-0.7,2.7,3.2
2000,22,Peja Stojakovic,SF,23,SAC,75,2905,18.4,0.576,0.303,0.262,3.5,12.3,8,9.6,1.6,0.3,9.9,22.4,6.8,3.3,10.1,0.168,3,-0.6,2.5,3.2
2002,374,Pepe Sanchez,PG,25,DET,9,37,11,0,0,0,12.6,6.5,9.6,31.9,7.5,0,28.6,9.1,-0.1,0.1,0,0.042,-4,5.7,1.6,0
2000,324,Pepe Sanchez,PG,23,TOT,29,150,12.6,0.346,0.036,0.071,2.3,8.9,5.6,41.3,3.9,0.5,17.2,10.5,0.1,0.2,0.3,0.107,-2.8,-0.5,-3.4,-0.1
2014,264,Pero Antic,PF,32,ATL,63,1037,9.5,0.508,0.584,0.416,6.6,14,10.4,6.9,0.9,1.1,12.3,17.6,0.5,1,1.5,0.07,-1.3,-1.4,-2.7,-0.2
2013,264,Pero Antic,PF,31,ATL,50,925,11.7,0.545,0.582,0.224,7.2,18.9,13.1,9.8,1,1,14.5,18.6,0.5,0.9,1.4,0.075,-0.5,-0.9,-1.4,0.1
2014,399,Perry Jones,SF,23,OKC,43,631,6.9,0.459,0.326,0.201,1,11.7,6.5,4.2,1.4,1,10.7,15.3,-0.3,0.5,0.2,0.015,-4.2,-1.2,-5.4,-0.5
2013,258,Perry Jones,PF,22,OKC,62,764,10.1,0.541,0.337,0.232,4.3,12.1,8.4,4.9,0.9,2,9.5,12.8,0.7,0.8,1.5,0.094,-2,-0.5,-2.5,-0.1
2012,408,Perry Jones,SF,21,OKC,38,280,7.8,0.417,0.02,0.152,5.3,19.1,12.7,5.5,0.9,1.6,12.4,19.6,-0.4,0.4,0,-0.003,-7,-1.6,-8.6,-0.5
2000,373,Pervis Ellison,C,33,SEA,9,40,2.4,0.381,0,0.286,5.8,28.6,17.2,10.5,0,3.6,27.6,12.3,-0.1,0,0,-0.013,-7.6,1,-6.6,0
2004,413,Peter John Ramos,C,19,WAS,6,20,8.2,0.506,0,0.2,5.4,17.5,11.2,0,0,3.7,21.6,30.3,-0.1,0,0,-0.108,-11.3,-7,-18.3,-0.1
2013,462,Peyton Siva,SG,23,DET,24,224,5.7,0.425,0.439,0.263,0.9,6.2,3.4,21,2,0.4,22.1,15.6,-0.2,0.1,-0.2,-0.032,-4.4,-2.8,-7.3,-0.3
2014,327,Phil Pressey,PG,23,BOS,50,600,11.8,0.453,0.374,0.282,2.3,12.4,7.3,28,2.5,0.8,17.3,17.3,0,0.7,0.8,0.06,-2.3,0,-2.2,0
2013,381,Phil Pressey,PG,22,BOS,75,1132,8.8,0.39,0.419,0.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-1,1.1,0.1,0.005,-3.7,-0.6,-4.4,-0.7
2003,395,Popeye Jones,PF,33,GSW,5,10,-7.8,0,0,0,11.2,0,5.6,0,0,0,0,9.2,0,0,0,-0.169,-9.5,-3.5,-13,0
2002,368,Popeye Jones,PF,32,DAL,26,222,7,0.396,0,0.177,14.4,14.9,14.6,5.2,1.2,0.3,18.3,16.7,-0.2,0.2,0,0.005,-4.6,-1,-5.6,-0.2
2001,117,Popeye Jones,PF,31,WAS,79,1920,14.4,0.49,0.022,0.256,14,21.1,17.5,10.5,1.4,0.7,13.5,15.7,2.4,1.9,4.3,0.107,0,0.7,0.8,1.3
2000,249,Popeye Jones,PF,30,WAS,45,638,13.1,0.457,0.039,0.359,14.9,25.6,20.2,7.8,1.5,0.9,10.6,13.8,0.8,0.5,1.2,0.094,-1.2,-0.4,-1.6,0.1
2010,400,Pops Mensah-Bonsu,PF,27,NOH,7,35,-0.1,0.333,0,0,10.4,28,19.1,8,0,0,40,6.8,0,0,0,0.013,-6.6,1.2,-5.4,0
2009,402,Pops Mensah-Bonsu,PF,26,TOT,20,120,11.4,0.448,0,0.727,16.1,18.3,17.2,3.6,1.7,5.7,18.7,20.3,-0.1,0.1,0,0.006,-5,0.2,-4.8,-0.1
2008,337,Pops Mensah-Bonsu,PF,25,TOT,22,283,14.5,0.447,0.019,0.466,23.1,23.8,23.5,3.3,1.7,1.4,13.3,23.4,0,0.4,0.3,0.058,-3.6,-2.7,-6.2,-0.3
2006,403,Pops Mensah-Bonsu,PF,23,DAL,12,71,11.6,0.582,0,1.059,15.6,19.9,17.8,0,0.8,0,26.5,22.3,-0.1,0.1,0,0.022,-6,-5.7,-11.7,-0.2
2004,280,Predrag Drobnjak,C,29,ATL,71,1435,12.7,0.501,0.131,0.221,5.6,14.1,9.7,5.9,1.5,1.3,11.6,21,0.4,0.5,1,0.032,-2.6,-2.4,-5,-1.1
